"index","citations","year","Title"
"3752","1","2009","Individuation, Identification and Object Discovery"
"3753","55","2009","Graph Zeta Function in the Bethe Free Energy and Loopy Belief Propagation"
"3754","83","2009","Exploring Functional Connectivities of the Human Brain using Multivariate Information Analysis"
"3755","20","2009","A Stochastic approximation method for inference in probabilistic graphical models"
"3756","90","2009","An Online Algorithm for Large Scale Image Similarity Learning"
"3757","134","2009","Accelerated Gradient Methods for Stochastic Optimization and Online Learning"
"3758","27","2009","A General Projection Property for Distribution Families"
"3759","107","2009","Graph-based Consensus Maximization among Multiple Supervised and Unsupervised Models"
"3760","5","2009","Adapting to the Shifting Intent of Search Queries"
"3761","2","2009","Bayesian Nonparametric Models on Decomposable Graphs"
"3762","55","2009","An Additive Latent Feature Model for Transparent Object Recognition"
"3763","6","2009","Robust Nonparametric Regression with Metric-Space Valued Output"
"3764","61","2009","Nash Equilibria of Static Prediction Games"
"3765","212","2009","Efficient Large-Scale Distributed Training of Conditional Maximum Entropy Models"
"3766","14","2009","Manifold Embeddings for Model-Based Reinforcement Learning under Partial Observability"
"3767","84","2009","Maximin affinity learning of image segmentation"
"3768","199","2009","Fast subtree kernels on graphs"
"3769","13","2009","Statistical Models of Linear and Nonlinear Contextual Interactions in Early Visual Processing"
"3770","371","2009","Replicated Softmax: an Undirected Topic Model"
"3771","17","2009","Measuring model complexity with the prior predictive"
"3772","8","2009","Bayesian Sparse Factor Models and DAGs Inference and Comparison"
"3773","19","2009","Potential-Based Agnostic Boosting"
"3774","133","2009","Regularized Distance Metric Learning:Theory and Algorithm"
"3775","5","2009","Adaptive Design Optimization in Experiments with People"
"3776","16","2009","Maximum likelihood trajectories for continuous-time Markov chains"
"3777","102","2009","Structured output regression for detection with partial truncation"
"3778","4","2009","Nonparametric Bayesian Texture Learning and Synthesis"
"3779","88","2009","Explaining human multiple object tracking as resource-constrained approximate inference in a dynamic probabilistic model"
"3780","344","2009","Nonparametric Latent Feature Models for Link Prediction"
"3781","62","2009","Fast Learning from Non-i.i.d. Observations"
"3782","71","2009","An LP View of the M-best MAP problem"
"3783","49","2009","Analysis of SVM with Indefinite Kernels"
"3784","10","2009","Functional network reorganization in motor cortex can be explained by reward-modulated Hebbian learning"
"3785","97","2009","Compressed Least-Squares Regression"
"3786","33","2009","Factor Modeling for Advertisement Targeting"
"3787","102","2009","Anomaly Detection with Score functions based on Nearest Neighbor Graphs"
"3788","28","2009","Riffled Independence for Ranked Data"
"3789","42","2009","Learning Bregman Distance Functions and Its Application for Semi-Supervised Clustering"
"3790","54","2009","Polynomial Semantic Indexing"
"3791","103","2009","Learning in Markov Random Fields using Tempered Transitions"
"3792","34","2009","Heavy-Tailed Symmetric Stochastic Neighbor Embedding"
"3793","129","2009","Sharing Features among Dynamical Systems with Beta Processes"
"3794","9","2009","Tracking Dynamic Sources of Malicious Activity at Internet Scale"
"3795","11","2009","Sparse Estimation Using General Likelihoods and Non-Factorial Priors"
"3796","22","2009","The 'tree-dependent components' of natural scenes are edge filters"
"3797","90","2009","A Sparse Non-Parametric Approach for Single Channel Separation of Known Sounds"
"3798","8","2009","Efficient Moments-based Permutation Tests"
"3799","721","2009","Nonlinear Learning using Local Coordinate Coding"
"3800","192","2009","Group Sparse Coding"
"3801","91","2009","STDP enables spiking neurons to detect hidden causes of their inputs"
"3802","9","2009","Nonparametric Greedy Algorithms for the Sparse Learning Problem"
"3803","783","2009","Whose Vote Should Count More: Optimal Integration of Labels from Labelers of Unknown Expertise"
"3804","842","2009","Fast Image Deconvolution using Hyper-Laplacian Priors"
"3805","6","2009","Randomized Pruning: Efficiently Calculating Expectations in Large Dynamic Programs"
"3806","31","2009","Sparse and Locally Constant Gaussian Graphical Models"
"3807","22","2009","Localizing Bugs in Program Executions with Graphical Models"
"3808","159","2009","Conditional Neural Fields"
"3809","109","2009","Decoupling Sparsity and Smoothness in the Discrete Hierarchical Dirichlet Process"
"3810","251","2009","Efficient Match Kernel between Sets of Features for Visual Recognition"
"3811","4","2009","Bayesian estimation of orientation preference maps"
"3812","25","2009","Exponential Family Graph Matching and Ranking"
"3813","12","2009","Learning a Small Mixture of Trees"
"3814","1","2009","Approximating MAP by Compensating for Structural Relaxations"
"3815","201","2009","Information-theoretic lower bounds on the oracle complexity of convex optimization"
"3816","7","2009","Improving Existing Fault Recovery Policies"
"3817","87","2009","Indian Buffet Processes with Power-law Behavior"
"3818","54","2009","Statistical Analysis of Semi-Supervised Learning: The Limit of Infinite Unlabelled Data"
"3819","69","2009","Multi-Label Prediction via Sparse Infinite CCA"
"3820","88","2009","A Parameter-free Hedging Algorithm"
"3821","24","2009","From PAC-Bayes Bounds to KL Regularization"
"3822","60","2009","Sparsistent Learning of Varying-coefficient Models with Structural Changes"
"3823","1242","2009","Reading Tea Leaves: How Humans Interpret Topic Models"
"3824","2","2009","Robust Value Function Approximation Using Bilinear Programming"
"3825","42","2009","Noise Characterization, Modeling, and Reduction for In Vivo Neural Recording"
"3826","19","2009","AUC optimization and the two-sample problem"
"3827","71","2009","Semi-supervised Regression using Hessian energy with an application to semi-supervised dimensionality reduction"
"3828","16","2009","DUOL: A Double Updating Approach for Online Learning"
"3829","167","2009","Streaming k-means approximation"
"3830","95","2009","Unsupervised Detection of Regions of Interest Using Iterative Link Analysis"
"3831","62","2009","Predicting the Optimal Spacing of Study: A Multiscale Context Model of Memory"
"3832","18","2009","Sufficient Conditions for Agnostic Active Learnable"
"3833","39","2009","Large Scale Nonparametric Bayesian Inference: Data Parallelisation in the Indian Buffet Process"
"3834","249","2009","Learning Non-Linear Combinations of Kernels"
"3835","21","2009","A Bayesian Analysis of Dynamics in Free Recall"
"3836","13","2009","Learning models of object structure"
"3837","533","2009","Matrix Completion from Noisy Entries"
"3838","321","2009","Multi-Label Prediction via Compressed Sensing"
"3839","21","2009","Efficient Bregman Range Search"
"3840","578","2009","Efficient Learning using Forward-Backward Splitting"
"3841","1216","2009","Robust Principal Component Analysis: Exact Recovery of Corrupted Low-Rank Matrices via Convex Optimization"
"3842","24","2009","Construction of Nonparametric Bayesian Models from Parametric Bayes Equations"
"3843","21","2009","Submodularity Cuts and Applications"
"3844","45","2009","Bayesian Source Localization with the Multivariate Laplace Prior"
"3845","35","2009","The Ordered Residual Kernel for Robust Motion Subspace Clustering"
"3846","1","2009","Modeling the spacing effect in sequential category learning"
"3847","611","2009","Learning to Hash with Binary Reconstructive Embeddings"
"3848","87","2009","The Infinite Partially Observable Markov Decision Process"
"3849","12","2009","Multi-Step Dyna Planning for Policy Evaluation and Control"
"3850","58","2009","Who’s Doing What: Joint Modeling of Names and Verbs for Simultaneous Face and Pose Annotation"
"3851","48","2009","On Invariance in Hierarchical Models"
"3852","116","2010","Discriminative Clustering by Regularized Information Maximization"
"3853","3","2010","Learning to localise sounds with spiking neural networks"
"3854","344","2010","Kernel Descriptors for Visual Recognition"
"3855","131","2010","Agnostic Active Learning Without Constraints"
"3856","18","2010","Deciphering subsampled data: adaptive compressive sampling as a principle of brain communication"
"3857","78","2010","A Primal-Dual Message-Passing Algorithm for Approximated Large Scale Structured Prediction"
"3858","7","2010","Random Projection Trees Revisited"
"3859","43","2010","A Reduction from Apprenticeship Learning to Classification"
"3860","34","2010","Regularized estimation of image statistics by Score Matching"
"3861","9","2010","Universal Consistency of Multi-Class Support Vector Classification"
"3862","29","2010","An Approximate Inference Approach to Temporal Optimization in Optimal Control"
"3863","983","2010","Supervised Clustering"
"3864","8","2010","Categories and Functional Units: An Infinite Hierarchical Model for Brain Activations"
"3865","13","2010","Decomposing Isotonic Regression for Efficiently Solving Large Problems"
"3866","7","2010","Inferring Stimulus Selectivity from the Spatial Structure of Neural Network Dynamics"
"3867","86","2010","Direct Loss Minimization for Structured Prediction"
"3868","10","2010","Fractionally Predictive Spiking Neurons"
"3869","47","2010","Convex Multiple-Instance Learning by Estimating Likelihood Ratio"
"3870","1108","2010","Online Learning for Latent Dirichlet Allocation"
"3871","0","2010","Multi-Stage Dantzig Selector"
"3872","225","2010","Large Margin Multi-Task Metric Learning"
"3873","4","2010","Empirical Risk Minimization with Approximations of Probabilistic Grammars"
"3874","82","2010","Error Propagation for Approximate Policy and Value Iteration"
"3875","49","2010","Learning via Gaussian Herding"
"3876","49","2010","A Family of Penalty Functions for Structured Sparsity"
"3877","211","2010","Exploiting weakly-labeled Web images to improve object classification: a domain adaptation approach"
"3878","28","2010","Multi-View Active Learning in the Non-Realizable Case"
"3879","72","2010","On the Theory of Learnining with Privileged Information"
