index,citations,year,Author0,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,citations_average
426,61,1990,Todd K. Leen,,,,,,,,,,,,,,,,,,2.1785714285714284
427,66,1990,William Bialek,Daniel L. Ruderman,A. Zee,,,,,,,,,,,,,,,,2.357142857142857
430,22,1991,Anthony J. Bell,,,,,,,,,,,,,,,,,,0.8148148148148148
432,186,1991,John Moody,Joachim Utans,,,,,,,,,,,,,,,,,6.888888888888889
438,1,1991,Alice M. Chiang,Michael L. Chuang,Jeffrey R. LaFranchise,,,,,,,,,,,,,,,,0.037037037037037035
439,1,1991,Michael Lemmon,,,,,,,,,,,,,,,,,,0.037037037037037035
441,1,1991,Martin S. Glassman,,,,,,,,,,,,,,,,,,0.037037037037037035
442,230,1991,Dietrich Wettschereck,Thomas Dietterich,,,,,,,,,,,,,,,,,8.518518518518519
443,4,1991,Charles F. Neugebauer,Amnon Yariv,,,,,,,,,,,,,,,,,0.14814814814814814
445,33,1991,Nicol N. Schraudolph,Terrence J. Sejnowski,,,,,,,,,,,,,,,,,1.2222222222222223
449,30,1991,Anthony M. Zador,Brenda J. Claiborne,Thomas H. Brown,,,,,,,,,,,,,,,,1.1111111111111112
450,16,1991,Eduard Säckinger,Bernhard E. Boser,Lawrence D. Jackel,,,,,,,,,,,,,,,,0.5925925925925926
451,52,1991,Gale L. Martin,Mosfeq Rashid,,,,,,,,,,,,,,,,,1.9259259259259258
453,70,1991,Satinder P. Singh,,,,,,,,,,,,,,,,,,2.5925925925925926
455,46,1991,John Moody,Norman Yarvin,,,,,,,,,,,,,,,,,1.7037037037037037
457,7,1991,David Kirk,Kurt Fleischer,Lloyd Watts,Alan Barr,,,,,,,,,,,,,,,0.25925925925925924
459,163,1991,Sebastian B. Thrun,Knut Möller,,,,,,,,,,,,,,,,,6.037037037037037
460,2,1991,Paul Dean,John E. W. Mayhew,Pat Langdon,,,,,,,,,,,,,,,,0.07407407407407407
461,20,1991,Jeffrey P. Sutton,Adam N. Mamelak,J. Allan Hobson,,,,,,,,,,,,,,,,0.7407407407407407
464,0,1991,A. R. Bulsara,W. Jacobs,,,,,,,,,,,,,,,,,0.0
468,6,1991,John Shawe-Taylor,,,,,,,,,,,,,,,,,,0.2222222222222222
469,23,1991,Makoto Hirayama,Eric Vatikiotis-Bateson,Mitsuo Kawato,Michael I. Jordan,,,,,,,,,,,,,,,0.8518518518518519
470,5,1991,Robert C. Williamson,Peter L. Bartlett,,,,,,,,,,,,,,,,,0.18518518518518517
471,10,1991,Yoshua Bengio,Renato De Mori,Giovanni Flammia,Ralf Kompe,,,,,,,,,,,,,,,0.37037037037037035
472,84,1991,Raymond L. Watrous,Gary M. Kuhn,,,,,,,,,,,,,,,,,3.111111111111111
474,0,1991,Mark R. Sydorenko,Eric D. Young,,,,,,,,,,,,,,,,,0.0
476,29,1991,David Horn,Marius Usher,,,,,,,,,,,,,,,,,1.0740740740740742
477,78,1991,David J. C. MacKay,,,,,,,,,,,,,,,,,,2.888888888888889
479,4,1991,Alberto Bertoni,Paola Campadelli,Anna Morpurgo,Sandra Panizza,,,,,,,,,,,,,,,0.14814814814814814
484,12,1991,Dana Z. Anderson,Claus Benkert,Verena Hebler,Ju-Seog Jang,Don Montgomery,Mark Saffman,,,,,,,,,,,,,0.4444444444444444
486,17,1991,Jenq-Neng Huang,Hang Li,Martin Maechler,R. Douglas Martin,Jim Schimert,,,,,,,,,,,,,,0.6296296296296297
488,1,1991,Heinz Schuster,Christof Koch,,,,,,,,,,,,,,,,,0.037037037037037035
490,64,1991,Clayton McMillan,Michael C. Mozer,Paul Smolensky,,,,,,,,,,,,,,,,2.3703703703703702
491,153,1991,Geoffrey Towell,Jude W. Shavlik,,,,,,,,,,,,,,,,,5.666666666666667
492,2,1991,Alexandre Pouget,Stephen A. Fisher,Terrence J. Sejnowski,,,,,,,,,,,,,,,,0.07407407407407407
494,0,1991,Donald T. Freeman,,,,,,,,,,,,,,,,,,0.0
496,19,1991,N. E. Berthier,S. P. Singh,A. G. Barto,J. C. Houk,,,,,,,,,,,,,,,0.7037037037037037
498,8,1991,Paul Stolorz,,,,,,,,,,,,,,,,,,0.2962962962962963
499,9,1991,Chuanyi Ji,Demetri Psaltis,,,,,,,,,,,,,,,,,0.3333333333333333
501,105,1991,Michael C. Mozer,Richard S. Zemel,Marlene Behrmann,,,,,,,,,,,,,,,,3.888888888888889
502,14,1991,Hans Peter Graf,Craig R. Nohl,Jan Ben,,,,,,,,,,,,,,,,0.5185185185185185
504,8,1991,Rita Venturini,William W. Lytton,Terrence J. Sejnowski,,,,,,,,,,,,,,,,0.2962962962962963
506,6,1991,Emad N. Eskandar,Barry J. Richmond,John A. Hertz,Lance M. Optican,Troels W. Kjær,,,,,,,,,,,,,,0.2222222222222222
507,21,1991,Padhraic Smyth,Jeff Mellstrom,,,,,,,,,,,,,,,,,0.7777777777777778
509,6,1991,Davi Geiger,Ricardo A. Marques Pereira,,,,,,,,,,,,,,,,,0.2222222222222222
510,47,1991,Jürgen Schmidhuber,,,,,,,,,,,,,,,,,,1.7407407407407407
511,48,1991,Subutai Ahmad,,,,,,,,,,,,,,,,,,1.7777777777777777
512,3,1991,Ronen Basri,Shimon Ullman,,,,,,,,,,,,,,,,,0.1111111111111111
513,13,1991,Yeshwant K. Muthusamy,Ronald A. Cole,,,,,,,,,,,,,,,,,0.48148148148148145
514,21,1991,K. Obermayer,K. Schulten,G. G. Blasdel,,,,,,,,,,,,,,,,0.7777777777777778
515,4,1991,Nathan Intrator,Joshua I. Gold,Heinrich H. Bülthoff,Shimon Edelman,,,,,,,,,,,,,,,0.14814814814814814
519,53,1991,Paul W. Munro,,,,,,,,,,,,,,,,,,1.962962962962963
520,0,1991,Thomas J. Anastasio,,,,,,,,,,,,,,,,,,0.0
521,5,1991,Steve Renals,Nelson Morgan,Hervé Bourlard,Horacio Franco,Michael Cohen,,,,,,,,,,,,,,0.18518518518518517
522,18,1991,David Haussler,Michael Kearns,Manfred Opper,Robert Schapire,,,,,,,,,,,,,,,0.6666666666666666
524,72,1991,John C. Platt,Federico Faggin,,,,,,,,,,,,,,,,,2.6666666666666665
525,24,1991,Terence D. Sanger,Richard S. Sutton,Christopher J. Matheus,,,,,,,,,,,,,,,,0.8888888888888888
527,33,1991,David DeMers,Kenneth Kreutz-Delgado,,,,,,,,,,,,,,,,,1.2222222222222223
529,48,1991,Petri Koistinen,Lasse Holmström,,,,,,,,,,,,,,,,,1.7777777777777777
531,0,1991,David A. Robinson,,,,,,,,,,,,,,,,,,0.0
532,238,1991,Michael I. Jordan,Robert A. Jacobs,,,,,,,,,,,,,,,,,8.814814814814815
534,11,1991,Mark W. Goudreau,C. Lee Giles,,,,,,,,,,,,,,,,,0.4074074074074074
535,2,1991,Paul R. Cooper,Peter N. Prokopowicz,,,,,,,,,,,,,,,,,0.07407407407407407
537,31,1991,John Lazzaro,,,,,,,,,,,,,,,,,,1.1481481481481481
538,20,1991,M. Jabri,S. Pickard,P. Leong,Z. Chi,B. Flower,Y. Xie,,,,,,,,,,,,,0.7407407407407407
539,113,1991,Hermann Hild,Johannes Feulner,Wolfram Menzel,,,,,,,,,,,,,,,,4.185185185185185
540,10,1991,Armando Manduca,Paul Christy,Richard Ehman,,,,,,,,,,,,,,,,0.37037037037037035
541,3,1991,Hiroaki Gomi,Mitsuo Kawato,,,,,,,,,,,,,,,,,0.1111111111111111
542,9,1991,Ah Chung Tsoi,,,,,,,,,,,,,,,,,,0.3333333333333333
546,2,1991,Rob de Ruyter van Steveninck,William Bialek,,,,,,,,,,,,,,,,,0.07407407407407407
547,26,1991,Patrice Simard,Yann Le Cun,,,,,,,,,,,,,,,,,0.9629629629629629
548,36,1991,Barak Pearlmutter,,,,,,,,,,,,,,,,,,1.3333333333333333
549,62,1991,Ronald G. Benson,Tobi Delbrück,,,,,,,,,,,,,,,,,2.2962962962962963
551,22,1991,Menashe Dornay,Yoji Uno,Mitsuo Kawato,Ryoji Suzuki,,,,,,,,,,,,,,,0.8148148148148148
553,20,1991,Ying Zhao,Christopher G. Atkeson,,,,,,,,,,,,,,,,,0.7407407407407407
555,34,1991,Ronald A. Sumida,Michael G. Dyer,,,,,,,,,,,,,,,,,1.2592592592592593
556,752,1991,Anders Krogh,John A. Hertz,,,,,,,,,,,,,,,,,27.85185185185185
557,49,1991,David Montana,,,,,,,,,,,,,,,,,,1.8148148148148149
560,28,1991,Tony J. Prescott,John E. W. Mayhew,,,,,,,,,,,,,,,,,1.037037037037037
562,69,1991,Stephen M. Omohundro,,,,,,,,,,,,,,,,,,2.5555555555555554
563,295,1991,Kwabena A. Boahen,Andreas G. Andreou,,,,,,,,,,,,,,,,,10.925925925925926
564,66,1991,Jim Keeler,David E. Rumelhart,,,,,,,,,,,,,,,,,2.4444444444444446
566,42,1991,Steven J. Nowlan,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,1.5555555555555556
567,254,1991,Patrice Simard,Bernard Victorri,Yann LeCun,John Denker,,,,,,,,,,,,,,,9.407407407407407
569,14,1991,Anthony Kuh,Thomas Petsche,Ronald L. Rivest,,,,,,,,,,,,,,,,0.5185185185185185
570,7,1991,Prahlad Gupta,David S. Touretzky,,,,,,,,,,,,,,,,,0.25925925925925924
571,142,1991,Geoffrey E. Hinton,Christopher K. I. Williams,Michael D. Revow,,,,,,,,,,,,,,,,5.2592592592592595
575,12,1992,Janet Wiles,Mark Ollila,,,,,,,,,,,,,,,,,0.46153846153846156
576,418,1992,Peter Dayan,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,16.076923076923077
577,5,1992,Paul Smolensky,,,,,,,,,,,,,,,,,,0.19230769230769232
578,1117,1992,Babak Hassibi,David G. Stork,,,,,,,,,,,,,,,,,42.96153846153846
581,0,1992,E. Pasero,R. Zecchina,,,,,,,,,,,,,,,,,0.0
586,44,1992,P. R. Montague,P. Dayan,S.J. Nowlan,A Pouget,T.J. Sejnowski,,,,,,,,,,,,,,1.6923076923076923
587,18,1992,Esther Levin,Roberto Pieraccini,,,,,,,,,,,,,,,,,0.6923076923076923
588,326,1992,Andreas Stolcke,Stephen Omohundro,,,,,,,,,,,,,,,,,12.538461538461538
591,12,1992,Gale Martin,Mosfeq Rashid,David Chapman,James A. Pittman,,,,,,,,,,,,,,,0.46153846153846156
592,3,1992,John W. Miller,Rodney M. Goodman,,,,,,,,,,,,,,,,,0.11538461538461539
593,0,1992,Tony A. Plate,,,,,,,,,,,,,,,,,,0.0
594,122,1992,J. Alspector,R. Meir,B. Yuhas,A. Jayakumar,D. Lippe,,,,,,,,,,,,,,4.6923076923076925
595,3,1992,Holm Schwarze,John A. Hertz,,,,,,,,,,,,,,,,,0.11538461538461539
596,74,1992,William Finnoff,,,,,,,,,,,,,,,,,,2.8461538461538463
597,1,1992,Brian V. Bonnlander,Michael C. Mozer,,,,,,,,,,,,,,,,,0.038461538461538464
598,32,1992,Hermann Hild,Alex Waibel,,,,,,,,,,,,,,,,,1.2307692307692308
600,7,1992,James K. Peterson,,,,,,,,,,,,,,,,,,0.2692307692307692
602,4,1992,Geoffrey J. Goodhill,,,,,,,,,,,,,,,,,,0.15384615384615385
603,1,1992,Lance C. Walton,David L. Bisset,,,,,,,,,,,,,,,,,0.038461538461538464
604,11,1992,Suthep Madarasmi,Daniel Kersten,Ting-Chuen Pong,,,,,,,,,,,,,,,,0.4230769230769231
605,9,1992,Christiane Linster,David Marsan,Claudine Masson,Michel Kerszberg,Gérard Dreyfus,Léon Personnaz,,,,,,,,,,,,,0.34615384615384615
606,3,1992,Satoru Shiono,Satoshi Yamada,Michio Nakashima,Kenji Matsumoto,,,,,,,,,,,,,,,0.11538461538461539
609,127,1992,Radford M. Neal,,,,,,,,,,,,,,,,,,4.884615384615385
612,40,1992,Vijaykumar Gullapalli,,,,,,,,,,,,,,,,,,1.5384615384615385
613,17,1992,Charles Rosenberg,Jacob Erel,Henri Atlan,,,,,,,,,,,,,,,,0.6538461538461539
614,15,1992,Richard S. Zemel,Christopher K. I. Williams,Michael C. Mozer,,,,,,,,,,,,,,,,0.5769230769230769
619,389,1992,William E. Skaggs,Bruce L. McNaughton,Katalin M. Gothard,,,,,,,,,,,,,,,,14.961538461538462
620,66,1992,David Wolpert,,,,,,,,,,,,,,,,,,2.5384615384615383
623,70,1992,Charles W. Anderson,,,,,,,,,,,,,,,,,,2.6923076923076925
625,38,1992,Nicol N. Schraudolph,Terrence J. Sejnowski,,,,,,,,,,,,,,,,,1.4615384615384615
627,22,1992,Steven J. Nowlan,Terrence J. Sejnowski,,,,,,,,,,,,,,,,,0.8461538461538461
628,9,1992,Bill Baird,Todd Troyer,Frank Eeckman,,,,,,,,,,,,,,,,0.34615384615384615
629,0,1992,Uwe Helmke,Robert C. Williamson,,,,,,,,,,,,,,,,,0.0
630,5,1992,Mark E. Nelson,,,,,,,,,,,,,,,,,,0.19230769230769232
631,15,1992,Mostefa Golea,Mario Marchand,Thomas R. Hancock,,,,,,,,,,,,,,,,0.5769230769230769
632,13,1992,Yoji Uno,Naohiro Fukumura,Ryoji Suzuki,Mitsuo Kawato,,,,,,,,,,,,,,,0.5
633,263,1992,John Lazzaro,John Wawrzynek,M. Mahowald,Massimo Sivilotti,Dave Gillespie,,,,,,,,,,,,,,10.115384615384615
634,44,1992,Pierre Baldi,Yves Chauvin,Tim Hunkapiller,Marcella A. McClure,,,,,,,,,,,,,,,1.6923076923076923
635,37,1992,Andrew W. Moore,Christopher G. Atkeson,,,,,,,,,,,,,,,,,1.4230769230769231
637,184,1992,Gert Cauwenberghs,,,,,,,,,,,,,,,,,,7.076923076923077
638,47,1992,Dean A. Pomerleau,,,,,,,,,,,,,,,,,,1.8076923076923077
639,8,1992,Christof Koch,Binnal Mathur,Shih-Chii Liu,John G. Harris,Jin Luo,Massimo Sivilotti,,,,,,,,,,,,,0.3076923076923077
640,318,1992,Hinrich Schütze,,,,,,,,,,,,,,,,,,12.23076923076923
641,42,1992,Janeen Anderson,John C. Platt,David B. Kirk,,,,,,,,,,,,,,,,1.6153846153846154
643,3,1992,Edward Stern,Ad Aertsen,Eilon Vaadia,Shaul Hochstein,,,,,,,,,,,,,,,0.11538461538461539
644,14,1992,Hayit K. Greenspan,Rodney Goodman,,,,,,,,,,,,,,,,,0.5384615384615384
645,28,1992,Kevin E. Martin,Jonathan A. Marshall,,,,,,,,,,,,,,,,,1.0769230769230769
648,7,1992,Makoto Hirayama,Eric Vatikiotis-Bateson,Kiyoshi Honda,Yasuharu Koike,Mitsuo Kawato,,,,,,,,,,,,,,0.2692307692307692
649,145,1992,L. Y. Pratt,,,,,,,,,,,,,,,,,,5.576923076923077
650,2,1992,Carlos D. Brody,,,,,,,,,,,,,,,,,,0.07692307692307693
651,34,1992,Genevieve B. Orr,Todd K. Leen,,,,,,,,,,,,,,,,,1.3076923076923077
654,9,1992,Wei-Tsih Lee,John Pearson,,,,,,,,,,,,,,,,,0.34615384615384615
656,16,1992,Ali A. Minai,William B. Levy,,,,,,,,,,,,,,,,,0.6153846153846154
657,16,1992,Isaac Meilijson,Eytan Ruppin,Moshe Sipper,,,,,,,,,,,,,,,,0.6153846153846154
658,149,1992,Tom M. Mitchell,Sebastian B. Thrun,,,,,,,,,,,,,,,,,5.730769230769231
659,39,1992,Gerhard Paass,,,,,,,,,,,,,,,,,,1.5
661,4,1992,John K. Douglass,Frank Moss,André Longtin,,,,,,,,,,,,,,,,0.15384615384615385
662,0,1992,Lina L.E. Massone,,,,,,,,,,,,,,,,,,0.0
664,231,1992,Harris Drucker,Robert Schapire,Patrice Simard,,,,,,,,,,,,,,,,8.884615384615385
669,117,1992,Steven J. Bradtke,,,,,,,,,,,,,,,,,,4.5
670,111,1992,Yoav Freund,H. Sebastian Seung,Eli Shamir,Naftali Tishby,,,,,,,,,,,,,,,4.269230769230769
671,122,1992,Volker Tresp,Jürgen Hollatz,Subutai Ahmad,,,,,,,,,,,,,,,,4.6923076923076925
672,7,1992,K. Pawelzik,H.-U. Bauer,J. Deppisch,T. Geisel,,,,,,,,,,,,,,,0.2692307692307692
673,24,1992,J. Jeffrey Mahoney,Raymond J. Mooney,,,,,,,,,,,,,,,,,0.9230769230769231
674,2,1992,Gerald Fahner,Rolf Eckmiller,,,,,,,,,,,,,,,,,0.07692307692307693
675,643,1992,Patrice Simard,Yann LeCun,John S. Denker,,,,,,,,,,,,,,,,24.73076923076923
676,2,1992,Adam Kowalczyk,,,,,,,,,,,,,,,,,,0.07692307692307693
677,6,1992,G. Zavaliagkos,Y. Zhao,R. Schwartz,J. Makhoul,,,,,,,,,,,,,,,0.23076923076923078
680,12,1992,Virginia R. de Sa,Dana H. Ballard,,,,,,,,,,,,,,,,,0.46153846153846156
687,3,1992,Mark A. Gluck,Catherine E. Myers,,,,,,,,,,,,,,,,,0.11538461538461539
689,2,1992,Kenji Doya,Mary E. T. Boyle,Allen I. Selverston,,,,,,,,,,,,,,,,0.07692307692307693
692,58,1992,Neil Burgess,John O'Keefe,Michael Recce,,,,,,,,,,,,,,,,2.230769230769231
695,65,1992,Bhaskar DasGupta,Georg Schnitger,,,,,,,,,,,,,,,,,2.5
696,13,1992,Itay Gat,Naftali Tishby,,,,,,,,,,,,,,,,,0.5
699,19,1993,Patrice Y. Simard,Hans Peter Graf,,,,,,,,,,,,,,,,,0.76
703,11,1993,Yong Liu,,,,,,,,,,,,,,,,,,0.44
706,8,1993,Bill Baird,Todd Troyer,Frank Eeckman,,,,,,,,,,,,,,,,0.32
709,466,1993,Melanie Mitchell,John H. Holland,Stephanie Forrest,,,,,,,,,,,,,,,,18.64
710,85,1993,Babak Hassibi,David G. Stork,Gregory Wolff,,,,,,,,,,,,,,,,3.4
711,3,1993,Tadashi Shibata,Koji Kotani,Takeo Yamashita,Hiroshi Ishii,Hideo Kosaka,Tadahiro Ohmi,,,,,,,,,,,,,0.12
713,0,1993,Thomas H. Hildebrandt,,,,,,,,,,,,,,,,,,0.0
714,3,1993,Iris Ginzburg,Haim Sompolinsky,,,,,,,,,,,,,,,,,0.12
715,38,1993,Ralph Wolf,John C. Platt,,,,,,,,,,,,,,,,,1.52
716,8,1993,Thea B. Ghiselli-Crippa,Paul W. Munro,,,,,,,,,,,,,,,,,0.32
720,4,1993,Chuanyi Ji,,,,,,,,,,,,,,,,,,0.16
722,20,1993,Robert M. French,,,,,,,,,,,,,,,,,,0.8
723,15,1993,Arlindo L. Oliveira,Alberto Sangiovanni-Vincentelli,,,,,,,,,,,,,,,,,0.6
724,0,1993,Ernst Niebur,Bruno A. Olshausen,,,,,,,,,,,,,,,,,0.0
725,117,1993,O. L. Mangasarian,M. V. Solodov,,,,,,,,,,,,,,,,,4.68
729,8,1993,Javier R. Movellan,,,,,,,,,,,,,,,,,,0.32
730,12,1993,Terence D. Sanger,,,,,,,,,,,,,,,,,,0.48
731,17,1993,Makoto Hirayama,Eric Vatikiotis-Bateson,Mitsuo Kawato,,,,,,,,,,,,,,,,0.68
734,63,1993,Andrew Barto,Michael Duff,,,,,,,,,,,,,,,,,2.52
737,18,1993,Richard Coggins,Marwan Jabri,,,,,,,,,,,,,,,,,0.72
738,7,1993,Nicholas S. Flann,,,,,,,,,,,,,,,,,,0.28
740,3,1993,Yoram Singer,Naftali Tishby,,,,,,,,,,,,,,,,,0.12
741,124,1993,Dana Ron,Yoram Singer,Naftali Tishby,,,,,,,,,,,,,,,,4.96
742,7,1993,Hans Henrik Thodberg,,,,,,,,,,,,,,,,,,0.28
743,98,1993,Sreerupa Das,Michael C. Mozer,,,,,,,,,,,,,,,,,3.92
744,3,1993,Andreas S. Weigend,,,,,,,,,,,,,,,,,,0.12
748,19,1993,Joachim Utans,,,,,,,,,,,,,,,,,,0.76
749,0,1993,V. P. Roychowdhury,K.-Y. Siu,,,,,,,,,,,,,,,,,0.0
750,0,1993,Mitchell Gil Maltenfort,Robert E. Druzinsky,C. J. Heckman,W. Zev Rymer,,,,,,,,,,,,,,,0.0
751,68,1993,A C Tsoi,D S C So,A Sergejew,,,,,,,,,,,,,,,,2.72
752,169,1993,Nanda Kambhatla,Todd K. Leen,,,,,,,,,,,,,,,,,6.76
753,449,1993,Andrew W. Moore,,,,,,,,,,,,,,,,,,17.96
754,682,1993,Tommi Jaakkola,Michael I. Jordan,Satinder P. Singh,,,,,,,,,,,,,,,,27.28
756,251,1993,Michael S. Lewicki,,,,,,,,,,,,,,,,,,10.04
757,17,1993,Kenji Doya,Allen I. Selverston,Peter F. Rowat,,,,,,,,,,,,,,,,0.68
758,1,1993,Xin Wang,Qingnan Li,Edward K. Blum,,,,,,,,,,,,,,,,0.04
760,8,1993,Tal Grossman,Alan Lapedes,,,,,,,,,,,,,,,,,0.32
761,0,1993,Joachim Diederich,Ah Chung Tsoi,,,,,,,,,,,,,,,,,0.0
763,1,1993,Kô Sakai,Leif H. Finkel,,,,,,,,,,,,,,,,,0.04
765,3,1993,Jonathan L. Shapiro,Adam Prügel-Bennett,,,,,,,,,,,,,,,,,0.12
767,633,1993,Zoubin Ghahramani,Michael I. Jordan,,,,,,,,,,,,,,,,,25.32
771,3,1993,Sumio Watanabe,,,,,,,,,,,,,,,,,,0.12
772,125,1993,Changfeng Wang,Santosh S. Venkatesh,J. Stephen Judd,,,,,,,,,,,,,,,,5.0
773,26,1993,Eric Saund,,,,,,,,,,,,,,,,,,1.04
775,8,1993,Charles Fefferman,Scott Markel,,,,,,,,,,,,,,,,,0.32
777,3,1993,Paul Sajda,Leif H. Finkel,,,,,,,,,,,,,,,,,0.12
778,5,1993,Hossein L. Najafi,Vladimir Cherkassky,,,,,,,,,,,,,,,,,0.2
779,3,1993,Subutai Ahmad,,,,,,,,,,,,,,,,,,0.12
780,19,1993,Patrice Y. Simard,,,,,,,,,,,,,,,,,,0.76
782,4,1993,Mats Österberg,Reiner Lenz,,,,,,,,,,,,,,,,,0.16
784,34,1993,Wulfram Gerstner,J. Leo van Hemmen,,,,,,,,,,,,,,,,,1.36
785,0,1993,Terence D. Sanger,,,,,,,,,,,,,,,,,,0.0
786,538,1993,Geoffrey E. Hinton,Richard S. Zemel,,,,,,,,,,,,,,,,,21.52
787,7,1993,Hans Peter Graf,Eric Cosatto,,,,,,,,,,,,,,,,,0.28
788,21,1993,Ernst Niebur,Dean Brettle,,,,,,,,,,,,,,,,,0.84
789,13,1993,Reza Shadmehr,Ferdinando A. Mussa-Ivaldi,,,,,,,,,,,,,,,,,0.52
792,45,1993,Yoshua Bengio,Paolo Frasconi,,,,,,,,,,,,,,,,,1.8
793,52,1993,Satinder P. Singh,Andrew G. Barto,Roderic Grupen,Christopher Connolly,,,,,,,,,,,,,,,2.08
794,0,1993,Micah S. Siegel,,,,,,,,,,,,,,,,,,0.0
795,42,1993,Mark Plutowski,Garrison Cottrell,Halbert White,,,,,,,,,,,,,,,,1.68
797,21,1993,Babak Hassibi,Ali H. Sayed,Thomas Kailath,,,,,,,,,,,,,,,,0.84
798,3,1993,Didier Keymeulen,Martine de Gerlache,,,,,,,,,,,,,,,,,0.12
800,143,1993,Volker Tresp,Subutai Ahmad,Ralph Neuneier,,,,,,,,,,,,,,,,5.72
801,16,1993,Daniel J. Rosen,David E. Rumelhart,Eric I. Knudsen,,,,,,,,,,,,,,,,0.64
802,9,1993,Yasuhiro Wada,Yasuharu Koike,Eric Vatikiotis-Bateson,Mitsuo Kawato,,,,,,,,,,,,,,,0.36
803,22,1993,Trevor J. Darrell,Alex P. Pentland,,,,,,,,,,,,,,,,,0.88
806,8,1993,Alan L. Yuille,Stelios M. Smirnakis,Lei Xu,,,,,,,,,,,,,,,,0.32
807,10,1993,Adam Kowalczyk,,,,,,,,,,,,,,,,,,0.4
808,97,1993,Corinna Cortes,L. D. Jackel,Sara A. Solla,Vladimir Vapnik,John S. Denker,,,,,,,,,,,,,,3.88
809,1,1993,Gary W. Flake,Guo-Zhen Sun,Yee-Chun Lee,,,,,,,,,,,,,,,,0.04
810,16,1993,I. M. Elfadel,"J. L. Wyatt, Jr.",,,,,,,,,,,,,,,,,0.64
813,14,1993,Gregory M. Saunders,Peter J. Angeline,Jordan B. Pollack,,,,,,,,,,,,,,,,0.56
815,377,1993,Shumeet Baluja,Dean Pomerleau,,,,,,,,,,,,,,,,,15.08
816,6,1993,Max Garzon,Fernanda Botelho,,,,,,,,,,,,,,,,,0.24
817,15,1993,Joachim Buhmann,Thomas Hofmann,,,,,,,,,,,,,,,,,0.6
818,4,1993,Audrey L. Guzik,Robert C. Eaton,,,,,,,,,,,,,,,,,0.16
820,1,1993,Yehuda Salu,,,,,,,,,,,,,,,,,,0.04
822,116,1993,Alessandro Sperduti,,,,,,,,,,,,,,,,,,4.64
823,2,1993,Öjvind Bernander,Christof Koch,Rodney J. Douglas,,,,,,,,,,,,,,,,0.08
824,12,1993,Christiane Linster,David Marsan,Claudine Masson,Michel Kerszberg,,,,,,,,,,,,,,,0.48
826,56,1993,Tony A. Plate,,,,,,,,,,,,,,,,,,2.24
827,12,1993,Reinhard Blasig,,,,,,,,,,,,,,,,,,0.48
828,707,1993,Justin A. Boyan,Michael L. Littman,,,,,,,,,,,,,,,,,28.28
830,7,1993,Isaac Meilijson,Eytan Ruppin,,,,,,,,,,,,,,,,,0.28
831,33,1993,Grace Wahba,Yuedong Wang,Chong Gu,"Ronald Klein, MD","Barbara Klein, MD",,,,,,,,,,,,,,1.32
832,0,1993,A.C.C. Coolen,R. W. Penney,D. Sherrington,,,,,,,,,,,,,,,,0.0
835,2,1993,N. Karunanithi,,,,,,,,,,,,,,,,,,0.08
836,2,1993,Michael Murray,Ming-Tak Leung,Kan Boonyanit,Kong Kritayakirana,James B. Burg,Gregory J. Wolff,Tokahiro Watanabe,Edward Schwartz,David G. Stork,Allen M. Peterson,,,,,,,,,0.08
838,52,1993,John F. Kolen,,,,,,,,,,,,,,,,,,2.08
840,174,1993,Christoph Bregler,Stephen M. Omohundro,,,,,,,,,,,,,,,,,6.96
841,944,1993,Daniel L. Ruderman,William Bialek,,,,,,,,,,,,,,,,,37.76
842,79,1993,Iris Ginzburg,David Horn,,,,,,,,,,,,,,,,,3.16
843,94,1993,Asriel U. Levin,Todd K. Leen,John E. Moody,,,,,,,,,,,,,,,,3.76
845,3,1993,Catherine Stevens,Janet Wiles,,,,,,,,,,,,,,,,,0.12
846,87,1993,Christopher G. Atkeson,,,,,,,,,,,,,,,,,,3.48
848,2,1993,H. Schwarze,J. Hertz,,,,,,,,,,,,,,,,,0.08
851,1,1993,Steven S. Watkins,Paul M. Chau,Raoul Tawel,Bjorn Lambrigtsen,Mark Plutowski,,,,,,,,,,,,,,0.04
852,0,1993,Hayit Greenspan,,,,,,,,,,,,,,,,,,0.0
853,19,1993,Chien-Ping Lu,Eric Mjolsness,,,,,,,,,,,,,,,,,0.76
854,1,1993,Mark A. Gluck,,,,,,,,,,,,,,,,,,0.04
855,326,1993,Oded Maron,Andrew W. Moore,,,,,,,,,,,,,,,,,13.04
858,267,1994,Padhraic Smyth,Usama M. Fayyad,Michael C. Burl,Pietro Perona,Pierre Baldi,,,,,,,,,,,,,,11.125
859,17,1994,Andrew D. Back,Ah Chung Tsoi,,,,,,,,,,,,,,,,,0.7083333333333334
861,1,1994,A. J. Holmes,Alan F. Murray,Stephen Churcher,J. Hajto,M. J. Rose,,,,,,,,,,,,,,0.041666666666666664
862,44,1994,Steve R. Waterhouse,Anthony J. Robinson,,,,,,,,,,,,,,,,,1.8333333333333333
863,102,1994,Kenji Doya,Terrence J. Sejnowski,,,,,,,,,,,,,,,,,4.25
865,1,1994,Sean D. Murphy,Edward W. Kairiss,,,,,,,,,,,,,,,,,0.041666666666666664
